测试误差,训练误差,类型,b_m,d,n
0.76749864466,0.666784503082,分数匹配加权,2,8,200
0.614361483997,0.599654838391,平均加权,2,8,200
0.693895387605,0.676292269492,分数匹配加权,2,8,200
0.339644967492,0.311842005683,平均加权,2,8,200
0.388572899113,0.365130580304,分数匹配加权,2,8,200
0.280426926721,0.250854472619,平均加权,2,8,200
0.323174747543,0.270657908976,分数匹配加权,2,8,200
0.654432831616,0.598960834527,平均加权,2,8,200
0.793439494193,0.688436963272,分数匹配加权,2,8,200
0.313249070758,0.273879598835,平均加权,2,8,200
0.345154201355,0.301331558289,分数匹配加权,2,8,200
0.475022970697,0.427419002885,平均加权,2,8,200
0.497978052329,0.462319508119,分数匹配加权,2,8,200
0.785210462445,0.656909991105,平均加权,2,8,200
0.792836035205,0.681377235046,分数匹配加权,2,8,200
0.266632676917,0.250198112857,平均加权,2,8,200
0.293293651938,0.272364158826,分数匹配加权,2,8,200
0.405057040122,0.399386533281,平均加权,2,8,200
0.516512586503,0.471959934792,分数匹配加权,2,8,200
0.303916266966,0.286649917062,平均加权,2,8,200
0.311079666342,0.297608817653,分数匹配加权,2,8,200
0.211305409595,0.182006117704,平均加权,2,8,200
0.230133943757,0.197836408083,分数匹配加权,2,8,200
0.624718357683,0.656609725575,平均加权,2,8,200
0.768719032473,0.742128898025,分数匹配加权,2,8,200
0.624390709427,0.581192570429,平均加权,2,8,200
0.685790511156,0.615970917573,分数匹配加权,2,8,200
0.700083297815,0.669741325823,平均加权,2,8,200
0.707677555191,0.683218298867,分数匹配加权,2,8,200
0.999593452013,1.12973320871,平均加权,2,8,200
1.09674425694,1.27275085155,分数匹配加权,2,8,200
0.678445395612,0.74322013809,平均加权,2,8,200
0.762222327474,0.827326724412,分数匹配加权,2,8,200
0.314607675135,0.290800241185,平均加权,2,8,200
0.33675831374,0.314907157822,分数匹配加权,2,8,200
0.343723807714,0.319910801529,平均加权,2,8,200
0.358574683092,0.341298255845,分数匹配加权,2,8,200
0.384680948723,0.374096004308,平均加权,2,8,200
0.397210142641,0.381196652661,分数匹配加权,2,8,200
0.903692657509,0.761346646056,平均加权,2,8,200
0.922973024353,0.778484409101,分数匹配加权,2,8,200
0.416132176286,0.377080131931,平均加权,2,8,200
0.428320002063,0.394410755782,分数匹配加权,2,8,200
0.209484976835,0.201574265424,平均加权,2,8,200
0.219925466602,0.215811188587,分数匹配加权,2,8,200
0.579068679269,0.470462490842,平均加权,2,8,200
0.608046536109,0.487265942252,分数匹配加权,2,8,200
0.342700389532,0.283428632251,平均加权,2,8,200
0.360892606105,0.300965235131,分数匹配加权,2,8,200
0.286773423111,0.225477106662,平均加权,2,8,200
0.308394876156,0.237294648698,分数匹配加权,2,8,200
0.202513806235,0.190809111082,平均加权,2,8,200
0.221459459317,0.213638805621,分数匹配加权,2,8,200
0.517497030465,0.446428438288,平均加权,2,8,200
0.554430966994,0.522065386717,分数匹配加权,2,8,200
1.11214593423,1.01096622656,平均加权,2,8,200
1.22025469084,1.15169785429,分数匹配加权,2,8,200
0.493778037825,0.439381633895,平均加权,2,8,200
0.537417818665,0.512737766472,分数匹配加权,2,8,200
0.220855956685,0.189992352135,平均加权,2,8,200
0.232956226786,0.197021317693,分数匹配加权,2,8,200
0.763057976603,0.771023693056,平均加权,2,8,200
0.765545715199,0.799747143399,分数匹配加权,2,8,200
0.502440337636,0.495640232752,平均加权,2,8,200
0.517788969027,0.52802923531,分数匹配加权,2,8,200
0.295825009945,0.304242348231,平均加权,2,8,200
0.355164253255,0.349768683384,分数匹配加权,2,8,200
0.764372963358,0.73640619669,平均加权,2,8,200
0.758918137368,0.771627027633,分数匹配加权,2,8,200
0.369209897244,0.322968297439,平均加权,2,8,200
0.405575527967,0.352019118228,分数匹配加权,2,8,200
0.706276097325,0.761415539177,平均加权,2,8,200
0.702146050526,0.801437842891,分数匹配加权,2,8,200
0.518290502254,0.474114986651,平均加权,2,8,200
0.5302560193,0.508756519885,分数匹配加权,2,8,200
0.397570082869,0.397590651304,平均加权,2,8,200
0.422260863041,0.425022635182,分数匹配加权,2,8,200
0.539429923333,0.477540063564,平均加权,2,8,200
0.578537342478,0.499983274322,分数匹配加权,2,8,200
1.34695144375,1.16532180977,平均加权,2,8,200
1.38530825328,1.24453583538,分数匹配加权,2,8,200
0.898684503902,0.908163265306,平均加权,2,8,100
0.877993311037,0.872448979592,分数匹配加权,2,8,100
0.789698996656,0.892857142857,平均加权,2,8,100
0.764726867336,0.862244897959,分数匹配加权,2,8,100
0.742720178372,0.90306122449,平均加权,2,8,100
0.700200668896,0.831632653061,分数匹配加权,2,8,100
0.922697881828,0.954081632653,平均加权,2,8,100
0.886198439242,0.948979591837,分数匹配加权,2,8,100
0.779665551839,0.785714285714,平均加权,2,8,100
0.728361204013,0.744897959184,分数匹配加权,2,8,100
0.744927536232,0.734693877551,平均加权,2,8,100
0.715585284281,0.65306122449,分数匹配加权,2,8,100
0.81121516165,0.841836734694,平均加权,2,8,100
0.746064659978,0.775510204082,分数匹配加权,2,8,100
0.772040133779,0.841836734694,平均加权,2,8,100
0.668272017837,0.729591836735,分数匹配加权,2,8,100
0.73099219621,0.816326530612,平均加权,2,8,100
0.704236343367,0.755102040816,分数匹配加权,2,8,100
0.909275362319,0.918367346939,平均加权,2,8,100
0.805707915273,0.811224489796,分数匹配加权,2,8,100
0.74878483835,0.739795918367,平均加权,2,8,100
0.645039018952,0.678571428571,分数匹配加权,2,8,100
0.827848383501,0.831632653061,平均加权,2,8,100
0.835741360089,0.790816326531,分数匹配加权,2,8,100
0.787870680045,0.877551020408,平均加权,2,8,100
0.775496098105,0.831632653061,分数匹配加权,2,8,100
0.874559643255,0.897959183673,平均加权,2,8,100
0.846042363434,0.862244897959,分数匹配加权,2,8,100
0.799687848384,0.801020408163,平均加权,2,8,100
0.789609810479,0.760204081633,分数匹配加权,2,8,100
0.784816053512,0.826530612245,平均加权,2,8,100
0.751683389075,0.698979591837,分数匹配加权,2,8,100
0.807201783724,0.841836734694,平均加权,2,8,100
0.771817168339,0.852040816327,分数匹配加权,2,8,100
0.673467112598,0.709183673469,平均加权,2,8,100
0.593890746934,0.668367346939,分数匹配加权,2,8,100
0.774715719064,0.857142857143,平均加权,2,8,100
0.744816053512,0.816326530612,分数匹配加权,2,8,100
0.846265328874,0.928571428571,平均加权,2,8,100
0.807447045708,0.862244897959,分数匹配加权,2,8,100
0.85779264214,0.887755102041,平均加权,2,8,100
0.794158305463,0.795918367347,分数匹配加权,2,8,100
0.915719063545,0.954081632653,平均加权,2,8,100
0.839710144928,0.928571428571,分数匹配加权,2,8,100
0.805418060201,0.867346938776,平均加权,2,8,100
0.7175696767,0.816326530612,分数匹配加权,2,8,100
0.718037904125,0.760204081633,平均加权,2,8,100
0.657168338907,0.704081632653,分数匹配加权,2,8,100
0.877056856187,0.908163265306,平均加权,2,8,100
0.83480490524,0.862244897959,分数匹配加权,2,8,100
0.774403567447,0.785714285714,平均加权,2,8,100
0.751906354515,0.770408163265,分数匹配加权,2,8,100
0.929342251951,0.959183673469,平均加权,2,8,100
0.915473801561,0.959183673469,分数匹配加权,2,8,100
0.891036789298,0.90306122449,平均加权,2,8,100
0.78104793757,0.80612244898,分数匹配加权,2,8,100
0.842809364548,0.841836734694,平均加权,2,8,100
0.819219620959,0.780612244898,分数匹配加权,2,8,100
0.89850613155,0.94387755102,平均加权,2,8,100
0.80983277592,0.892857142857,分数匹配加权,2,8,100
0.734225195095,0.724489795918,平均加权,2,8,100
0.718974358974,0.688775510204,分数匹配加权,2,8,100
0.737146042363,0.770408163265,平均加权,2,8,100
0.733088071349,0.683673469388,分数匹配加权,2,8,100
0.793444816054,0.831632653061,平均加权,2,8,100
0.746755852843,0.785714285714,分数匹配加权,2,8,100
0.810412486065,0.923469387755,平均加权,2,8,100
0.7775696767,0.882653061224,分数匹配加权,2,8,100
0.790479375697,0.836734693878,平均加权,2,8,100
0.70646599777,0.719387755102,分数匹配加权,2,8,100
0.864503901895,0.90306122449,平均加权,2,8,100
0.819531772575,0.872448979592,分数匹配加权,2,8,100
0.87734671126,0.908163265306,平均加权,2,8,100
0.817034559643,0.882653061224,分数匹配加权,2,8,100
0.829342251951,0.857142857143,平均加权,2,8,100
0.801962095875,0.852040816327,分数匹配加权,2,8,100
0.876209587514,0.90306122449,平均加权,2,8,100
0.828829431438,0.831632653061,分数匹配加权,2,8,100
0.825841694537,0.877551020408,平均加权,2,8,100
0.838773690078,0.84693877551,分数匹配加权,2,8,100
0.85652173913,0.882653061224,平均加权,2,8,100
0.799353400223,0.831632653061,分数匹配加权,2,8,100
0.833556298774,0.908163265306,平均加权,2,8,100
0.844927536232,0.897959183673,分数匹配加权,2,8,100
0.817658862876,0.892857142857,平均加权,2,8,100
0.785819397993,0.872448979592,分数匹配加权,2,8,100
0.820579710145,0.862244897959,平均加权,2,8,100
0.806532887402,0.84693877551,分数匹配加权,2,8,100
0.788182831661,0.795918367347,平均加权,2,8,100
0.704124860647,0.755102040816,分数匹配加权,2,8,100
0.774091415831,0.852040816327,平均加权,2,8,100
0.680490523969,0.75,分数匹配加权,2,8,100
0.796923076923,0.897959183673,平均加权,2,8,100
0.766733556299,0.892857142857,分数匹配加权,2,8,100
0.849743589744,0.918367346939,平均加权,2,8,100
0.847157190635,0.877551020408,分数匹配加权,2,8,100
0.927491638796,0.948979591837,平均加权,2,8,100
0.891170568562,0.94387755102,分数匹配加权,2,8,100
0.915897435897,0.964285714286,平均加权,2,8,100
0.904057971014,0.928571428571,分数匹配加权,2,8,100
0.818439241918,0.833333333333,平均加权,2,8,200
0.825529542921,0.772727272727,分数匹配加权,2,8,200
0.872017837235,0.891414141414,平均加权,2,8,200
0.845039018952,0.89898989899,分数匹配加权,2,8,200
0.814738015608,0.876262626263,平均加权,2,8,200
0.803991081382,0.813131313131,分数匹配加权,2,8,200
0.822385730212,0.833333333333,平均加权,2,8,200
0.802564102564,0.790404040404,分数匹配加权,2,8,200
0.841248606466,0.883838383838,平均加权,2,8,200
0.822229654404,0.848484848485,分数匹配加权,2,8,200
0.779152731327,0.830808080808,平均加权,2,8,200
0.749409141583,0.800505050505,分数匹配加权,2,8,200
0.791705685619,0.818181818182,平均加权,2,8,200
0.781806020067,0.787878787879,分数匹配加权,2,8,200
0.871125975474,0.881313131313,平均加权,2,8,200
0.856454849498,0.873737373737,分数匹配加权,2,8,200
0.692954292085,0.65404040404,平均加权,2,8,200
0.644682274247,0.65404040404,分数匹配加权,2,8,200
0.763389074693,0.835858585859,平均加权,2,8,200
0.760535117057,0.823232323232,分数匹配加权,2,8,200
0.844169453735,0.89898989899,平均加权,2,8,200
0.837859531773,0.848484848485,分数匹配加权,2,8,200
0.863076923077,0.893939393939,平均加权,2,8,200
0.834336677815,0.848484848485,分数匹配加权,2,8,200
0.91259754738,0.931818181818,平均加权,2,8,200
0.89353400223,0.909090909091,分数匹配加权,2,8,200
0.745284280936,0.777777777778,平均加权,2,8,200
0.736098104794,0.752525252525,分数匹配加权,2,8,200
0.897525083612,0.89898989899,平均加权,2,8,200
0.875897435897,0.876262626263,分数匹配加权,2,8,200
0.797926421405,0.830808080808,平均加权,2,8,200
0.783500557414,0.823232323232,分数匹配加权,2,8,200
0.935295429208,0.972222222222,平均加权,2,8,200
0.911505016722,0.919191919192,分数匹配加权,2,8,200
0.896321070234,0.881313131313,平均加权,2,8,200
0.887045707915,0.856060606061,分数匹配加权,2,8,200
0.839219620959,0.823232323232,平均加权,2,8,200
0.850523968785,0.80303030303,分数匹配加权,2,8,200
0.902898550725,0.939393939394,平均加权,2,8,200
0.883277591973,0.929292929293,分数匹配加权,2,8,200
0.756588628763,0.790404040404,平均加权,2,8,200
0.735094760312,0.762626262626,分数匹配加权,2,8,200
0.721917502787,0.755050505051,平均加权,2,8,200
0.696700111483,0.714646464646,分数匹配加权,2,8,200
0.828405797101,0.861111111111,平均加权,2,8,200
0.809163879599,0.828282828283,分数匹配加权,2,8,200
0.833065774805,0.878787878788,平均加权,2,8,200
0.820066889632,0.868686868687,分数匹配加权,2,8,200
0.826666666667,0.853535353535,平均加权,2,8,200
0.827580824972,0.825757575758,分数匹配加权,2,8,200
0.853177257525,0.896464646465,平均加权,2,8,200
0.863143812709,0.891414141414,分数匹配加权,2,8,200
0.890858416945,0.90404040404,平均加权,2,8,200
0.86115942029,0.863636363636,分数匹配加权,2,8,200
0.81629877369,0.866161616162,平均加权,2,8,200
0.798639910814,0.863636363636,分数匹配加权,2,8,200
0.871973244147,0.896464646465,平均加权,2,8,200
0.843656633222,0.868686868687,分数匹配加权,2,8,200
0.932731326644,0.967171717172,平均加权,2,8,200
0.912084726867,0.939393939394,分数匹配加权,2,8,200
0.837837235229,0.878787878788,平均加权,2,8,200
0.838974358974,0.858585858586,分数匹配加权,2,8,200
0.863411371237,0.868686868687,平均加权,2,8,200
0.854136008919,0.876262626263,分数匹配加权,2,8,200
0.836989966555,0.830808080808,平均加权,2,8,200
0.804214046823,0.820707070707,分数匹配加权,2,8,200
0.832686733556,0.876262626263,平均加权,2,8,200
0.823723522854,0.820707070707,分数匹配加权,2,8,200
0.787803790412,0.79797979798,平均加权,2,8,200
0.781649944259,0.790404040404,分数匹配加权,2,8,200
0.800579710145,0.853535353535,平均加权,2,8,200
0.787201783724,0.830808080808,分数匹配加权,2,8,200
0.839554069119,0.856060606061,平均加权,2,8,200
0.782251950948,0.818181818182,分数匹配加权,2,8,200
0.873467112598,0.921717171717,平均加权,2,8,200
0.842675585284,0.886363636364,分数匹配加权,2,8,200
0.930323299889,0.959595959596,平均加权,2,8,200
0.910323299889,0.929292929293,分数匹配加权,2,8,200
0.786889632107,0.825757575758,平均加权,2,8,200
0.78403567447,0.782828282828,分数匹配加权,2,8,200
0.788829431438,0.800505050505,平均加权,2,8,200
0.754671125975,0.79797979798,分数匹配加权,2,8,200
0.933199554069,0.954545454545,平均加权,2,8,200
0.904816053512,0.916666666667,分数匹配加权,2,8,200
0.863723522854,0.883838383838,平均加权,2,8,200
0.852307692308,0.858585858586,分数匹配加权,2,8,200
0.734515050167,0.777777777778,平均加权,2,8,200
0.699910813824,0.757575757576,分数匹配加权,2,8,200
0.907246376812,0.896464646465,平均加权,2,8,200
0.89779264214,0.886363636364,分数匹配加权,2,8,200
0.794871794872,0.830808080808,平均加权,2,8,200
0.780156075808,0.828282828283,分数匹配加权,2,8,200
0.859464882943,0.896464646465,平均加权,2,8,200
0.865752508361,0.878787878788,分数匹配加权,2,8,200
0.853489409142,0.921717171717,平均加权,2,8,200
0.841248606466,0.911616161616,分数匹配加权,2,8,200
0.75375696767,0.838383838384,平均加权,2,8,200
0.694247491639,0.772727272727,分数匹配加权,2,8,200
0.828494983278,0.838383838384,平均加权,2,8,200
0.828651059086,0.840909090909,分数匹配加权,2,8,200
0.92856187291,0.939597315436,平均加权,2,8,300
0.914515050167,0.931208053691,分数匹配加权,2,8,300
0.819531772575,0.828859060403,平均加权,2,8,300
0.8102787068,0.822147651007,分数匹配加权,2,8,300
0.753467112598,0.738255033557,平均加权,2,8,300
0.723166109253,0.723154362416,分数匹配加权,2,8,300
0.888517279822,0.909395973154,平均加权,2,8,300
0.86403567447,0.855704697987,分数匹配加权,2,8,300
0.801025641026,0.807046979866,平均加权,2,8,300
0.786042363434,0.802013422819,分数匹配加权,2,8,300
0.837748049052,0.862416107383,平均加权,2,8,300
0.817993311037,0.855704697987,分数匹配加权,2,8,300
0.795340022297,0.808724832215,平均加权,2,8,300
0.7872909699,0.80033557047,分数匹配加权,2,8,300
0.896945373467,0.904362416107,平均加权,2,8,300
0.888071348941,0.879194630872,分数匹配加权,2,8,300
0.843389074693,0.852348993289,平均加权,2,8,300
0.825685618729,0.823825503356,分数匹配加权,2,8,300
0.915986622074,0.934563758389,平均加权,2,8,300
0.898550724638,0.907718120805,分数匹配加权,2,8,300
0.743745819398,0.756711409396,平均加权,2,8,300
0.731036789298,0.719798657718,分数匹配加权,2,8,300
0.735652173913,0.765100671141,平均加权,2,8,300
0.712887402453,0.744966442953,分数匹配加权,2,8,300
0.842742474916,0.843959731544,平均加权,2,8,300
0.847023411371,0.832214765101,分数匹配加权,2,8,300
0.834537346711,0.854026845638,平均加权,2,8,300
0.820802675585,0.840604026846,分数匹配加权,2,8,300
0.814158305463,0.81711409396,平均加权,2,8,300
0.808628762542,0.805369127517,分数匹配加权,2,8,300
0.816142697882,0.842281879195,平均加权,2,8,300
0.828584169454,0.808724832215,分数匹配加权,2,8,300
0.878996655518,0.904362416107,平均加权,2,8,300
0.877658862876,0.902684563758,分数匹配加权,2,8,300
0.946376811594,0.963087248322,平均加权,2,8,300
0.926934225195,0.947986577181,分数匹配加权,2,8,300
0.837056856187,0.890939597315,平均加权,2,8,300
0.810969899666,0.874161073826,分数匹配加权,2,8,300
0.863567447046,0.907718120805,平均加权,2,8,300
0.865685618729,0.904362416107,分数匹配加权,2,8,300
0.860735785953,0.88255033557,平均加权,2,8,300
0.853043478261,0.884228187919,分数匹配加权,2,8,300
0.849074693423,0.889261744966,平均加权,2,8,300
0.845975473802,0.875838926174,分数匹配加权,2,8,300
0.848428093645,0.852348993289,平均加权,2,8,300
0.847647714604,0.832214765101,分数匹配加权,2,8,300
0.840133779264,0.848993288591,平均加权,2,8,300
0.809364548495,0.798657718121,分数匹配加权,2,8,300
0.794871794872,0.835570469799,平均加权,2,8,300
0.784637681159,0.81711409396,分数匹配加权,2,8,300
0.804816053512,0.810402684564,平均加权,2,8,300
0.788740245262,0.80033557047,分数匹配加权,2,8,300
0.861337792642,0.869127516779,平均加权,2,8,300
0.858149386845,0.855704697987,分数匹配加权,2,8,300
0.925819397993,0.951342281879,平均加权,2,8,300
0.917480490524,0.936241610738,分数匹配加权,2,8,300
0.921293199554,0.921140939597,平均加权,2,8,300
0.91259754738,0.89932885906,分数匹配加权,2,8,300
0.765507246377,0.83389261745,平均加权,2,8,300
0.760178372352,0.815436241611,分数匹配加权,2,8,300
0.865507246377,0.892617449664,平均加权,2,8,300
0.852107023411,0.865771812081,分数匹配加权,2,8,300
0.731794871795,0.793624161074,平均加权,2,8,300
0.728272017837,0.770134228188,分数匹配加权,2,8,300
0.916031215162,0.91610738255,平均加权,2,8,300
0.902809364548,0.907718120805,分数匹配加权,2,8,300
0.781337792642,0.795302013423,平均加权,2,8,300
0.780535117057,0.788590604027,分数匹配加权,2,8,300
0.823835005574,0.85067114094,平均加权,2,8,300
0.815161649944,0.822147651007,分数匹配加权,2,8,300
0.795741360089,0.791946308725,平均加权,2,8,300
0.797413600892,0.781879194631,分数匹配加权,2,8,300
0.874849498328,0.88255033557,平均加权,2,8,300
0.867447045708,0.879194630872,分数匹配加权,2,8,300
0.861627647715,0.895973154362,平均加权,2,8,300
0.844147157191,0.877516778523,分数匹配加权,2,8,300
0.758996655518,0.813758389262,平均加权,2,8,300
0.758996655518,0.786912751678,分数匹配加权,2,8,300
0.82381270903,0.848993288591,平均加权,2,8,300
0.81226309922,0.843959731544,分数匹配加权,2,8,300
0.944994425864,0.936241610738,平均加权,2,8,300
0.924169453735,0.929530201342,分数匹配加权,2,8,300
0.937034559643,0.959731543624,平均加权,2,8,300
0.919264214047,0.927852348993,分数匹配加权,2,8,300
0.863768115942,0.88255033557,平均加权,2,8,300
0.854581939799,0.862416107383,分数匹配加权,2,8,300
0.846577480491,0.870805369128,平均加权,2,8,300
0.826287625418,0.855704697987,分数匹配加权,2,8,300
0.883054626533,0.894295302013,平均加权,2,8,300
0.870479375697,0.884228187919,分数匹配加权,2,8,300
0.78403567447,0.845637583893,平均加权,2,8,300
0.790122630992,0.823825503356,分数匹配加权,2,8,300
0.975875139353,0.984899328859,平均加权,2,8,300
0.964526198439,0.964765100671,分数匹配加权,2,8,300
0.814715719064,0.852348993289,平均加权,2,8,300
0.829676700111,0.823825503356,分数匹配加权,2,8,300
0.745507246377,0.775167785235,平均加权,2,8,300
0.746399108138,0.731543624161,分数匹配加权,2,8,300
0.86740245262,0.88255033557,平均加权,2,8,300
0.865685618729,0.870805369128,分数匹配加权,2,8,300
0.844949832776,0.869346733668,平均加权,2,8,400
0.821426978818,0.842964824121,分数匹配加权,2,8,400
0.824414715719,0.834170854271,平均加权,2,8,400
0.819353400223,0.800251256281,分数匹配加权,2,8,400
0.878461538462,0.883165829146,平均加权,2,8,400
0.858862876254,0.873115577889,分数匹配加权,2,8,400
0.89353400223,0.888190954774,平均加权,2,8,400
0.888494983278,0.883165829146,分数匹配加权,2,8,400
0.825975473802,0.85175879397,平均加权,2,8,400
0.811371237458,0.847989949749,分数匹配加权,2,8,400
0.882943143813,0.913316582915,平均加权,2,8,400
0.87652173913,0.902010050251,分数匹配加权,2,8,400
0.948249721293,0.967336683417,平均加权,2,8,400
0.914938684504,0.935929648241,分数匹配加权,2,8,400
0.83121516165,0.858040201005,平均加权,2,8,400
0.821783723523,0.85175879397,分数匹配加权,2,8,400
0.867759197324,0.907035175879,平均加权,2,8,400
0.860646599777,0.890703517588,分数匹配加权,2,8,400
0.857770345596,0.86432160804,平均加权,2,8,400
0.856744704571,0.854271356784,分数匹配加权,2,8,400
0.863143812709,0.891959798995,平均加权,2,8,400
0.858283166109,0.888190954774,分数匹配加权,2,8,400
0.838818283166,0.836683417085,平均加权,2,8,400
0.823678929766,0.832914572864,分数匹配加权,2,8,400
0.841471571906,0.846733668342,平均加权,2,8,400
