测试误差,训练误差,类型,b_m,d,n
0.719219620959,0.739932885906,分数匹配加权,2,2,300
0.614225195095,0.609060402685,平均加权,2,2,300
0.623656633222,0.607382550336,分数匹配加权,2,2,300
0.676142697882,0.659395973154,平均加权,2,2,300
0.673913043478,0.64932885906,分数匹配加权,2,2,300
0.708227424749,0.757537688442,平均加权,2,2,400
0.703411371237,0.748743718593,分数匹配加权,2,2,400
0.583745819398,0.659547738693,平均加权,2,2,400
0.583835005574,0.636934673367,分数匹配加权,2,2,400
0.6527090301,0.695979899497,平均加权,2,2,400
0.646332218506,0.689698492462,分数匹配加权,2,2,400
0.580156075808,0.60175879397,平均加权,2,2,400
0.582519509476,0.597989949749,分数匹配加权,2,2,400
0.609810479376,0.646984924623,平均加权,2,2,400
0.600356744705,0.634422110553,分数匹配加权,2,2,400
0.608740245262,0.644472361809,平均加权,2,2,400
0.61016722408,0.592964824121,分数匹配加权,2,2,400
0.651705685619,0.616834170854,平均加权,2,2,400
0.655875139353,0.619346733668,分数匹配加权,2,2,400
0.708182831661,0.699748743719,平均加权,2,2,400
0.714358974359,0.70351758794,分数匹配加权,2,2,400
0.710925306577,0.712311557789,平均加权,2,2,400
0.707045707915,0.708542713568,分数匹配加权,2,2,400
0.648963210702,0.653266331658,平均加权,2,2,400
0.64508361204,0.644472361809,分数匹配加权,2,2,400
0.683745819398,0.704773869347,平均加权,2,2,400
0.666309921962,0.692211055276,分数匹配加权,2,2,400
0.688584169454,0.675879396985,平均加权,2,2,400
0.683901895206,0.673366834171,分数匹配加权,2,2,400
0.535206243032,0.579145728643,平均加权,2,2,400
0.496031215162,0.493718592965,分数匹配加权,2,2,400
0.589119286511,0.595477386935,平均加权,2,2,400
0.565016722408,0.599246231156,分数匹配加权,2,2,400
0.664726867336,0.678391959799,平均加权,2,2,400
0.677056856187,0.66959798995,分数匹配加权,2,2,400
0.690100334448,0.711055276382,平均加权,2,2,400
0.69005574136,0.717336683417,分数匹配加权,2,2,400
0.608963210702,0.589195979899,平均加权,2,2,400
0.609342251951,0.599246231156,分数匹配加权,2,2,400
0.685239687848,0.71608040201,平均加权,2,2,400
0.686510590858,0.70351758794,分数匹配加权,2,2,400
0.67850613155,0.638190954774,平均加权,2,2,400
0.674091415831,0.646984924623,分数匹配加权,2,2,400
0.653333333333,0.650753768844,平均加权,2,2,400
0.651482720178,0.659547738693,分数匹配加权,2,2,400
0.681025641026,0.712311557789,平均加权,2,2,400
0.678795986622,0.697236180905,分数匹配加权,2,2,400
0.696923076923,0.726130653266,平均加权,2,2,400
0.689342251951,0.721105527638,分数匹配加权,2,2,400
0.67734671126,0.698492462312,平均加权,2,2,400
0.670501672241,0.664572864322,分数匹配加权,2,2,400
0.614158305463,0.64824120603,平均加权,2,2,400
0.613489409142,0.649497487437,分数匹配加权,2,2,400
0.673779264214,0.69472361809,平均加权,2,2,400
0.659175027871,0.693467336683,分数匹配加权,2,2,400
0.681360089186,0.70351758794,平均加权,2,2,400
0.694626532887,0.70351758794,分数匹配加权,2,2,400
0.655183946488,0.61432160804,平均加权,2,2,400
0.658060200669,0.61432160804,分数匹配加权,2,2,400
0.664816053512,0.674623115578,平均加权,2,2,400
0.655094760312,0.646984924623,分数匹配加权,2,2,400
0.530301003344,0.516331658291,平均加权,2,2,400
0.560758082497,0.525125628141,分数匹配加权,2,2,400
0.586800445931,0.600502512563,平均加权,2,2,400
0.565774804905,0.572864321608,分数匹配加权,2,2,400
0.563277591973,0.572864321608,平均加权,2,2,400
0.565128205128,0.569095477387,分数匹配加权,2,2,400
0.676722408027,0.721105527638,平均加权,2,2,400
0.673913043478,0.70351758794,分数匹配加权,2,2,400
0.696164994426,0.731155778894,平均加权,2,2,400
0.692775919732,0.729899497487,分数匹配加权,2,2,400
